ticker,R,start,end,break_date,year,base_len,dir,confirmed,delisted,break_close,base_hi,base_lo,range_ratio,drift,pos_in_band,rsi_end,vol_contraction,prior_dd,above_ma200,phaseB_weeks,break_bar_pct,mad_med,cv,mid_share,pre_vol,spring,b_idx,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,pos_L8,ma_L8,slope_L8,rsi_L8,hl_L8,wk_since_low_L8,pos_L13,ma_L13,slope_L13,rsi_L13,hl_L13,wk_since_low_L13,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52,gallery_set,asof,close,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,state_now,rsi_h1_now,rsi_h2_now,px_h2_over_h1_now,wk_h1_h2_now,wk_since_h2_now,rsi_slope26,px_slope26
JPM,1.5,2017-10-20,2019-12-13,2019-12-20,2019.0,113,UP,True,False,114.68,114.32,76.31,1.5,0.4,1.0,75.5,0.74,-0.01,True,52.0,0.3,0.043,0.0813,0.646,0.0286,False,572.0,0.0152,0.0567,0.35,0.95,1.5,0.02,1.0,True,0.029,62.7,3.0,43.0,1.0,True,0.035,63.4,2.0,38.0,-38.8,False,-10.5,-10.2,-19.6,-38.8,-27.5,False,-24.8,-34.2,-43.4,-38.8,-10.1,False,-27.3,-63.7,-57.6,-38.8,tight_up,,,,,,,,,,,,,,,,
REGN,1.5,2016-01-08,2017-06-16,2017-06-23,2017.0,76,UP,True,False,512.49,487.08,336.31,1.45,-0.01,0.79,64.9,0.63,-0.41,True,52.0,12.5,0.0444,0.0856,0.526,0.0451,False,442.0,0.0373,0.0967,0.84,1.24,0.98,0.04,0.2,False,-0.01,47.6,1.0,43.0,0.27,False,-0.039,51.1,1.0,38.0,-16.4,False,-19.5,-23.2,-18.8,-16.4,-26.4,False,-37.5,-43.8,-38.3,-27.8,-35.8,False,-50.9,-62.0,-61.0,-43.7,tight_up,,,,,,,,,,,,,,,,
LOVE,1.5,2018-06-29,2019-02-01,2019-02-08,2019.0,32,UP,True,False,27.4,24.98,17.53,1.42,0.25,0.83,58.6,1.06,,,10.0,15.4,0.0422,0.0851,0.656,,False,32.0,0.0243,0.0915,0.58,1.76,,0.0,0.34,,,51.0,0.0,1.0,0.1,,,48.2,0.0,1.0,58.8,False,51.8,47.0,48.8,-4.6,-32.4,False,-41.3,-45.2,-43.5,-32.4,-60.7,False,-85.8,-108.1,-97.8,-60.8,tight_up,,,,,,,,,,,,,,,,
IMXI,1.5,2020-06-26,2022-03-11,2022-03-18,2022.0,90,UP,True,False,21.63,18.24,12.4,1.47,0.27,0.96,64.7,0.49,-0.2,True,89.0,20.3,0.0431,0.0775,0.756,0.0745,True,259.0,0.0076,0.0095,0.18,0.99,0.58,0.01,0.73,False,-0.057,55.0,1.0,80.0,0.64,False,-0.02,49.2,1.0,75.0,-9.3,False,8.0,14.3,12.4,-12.4,9.0,False,21.5,33.3,26.4,-12.4,7.9,False,18.6,13.8,20.3,-12.4,tight_up,,,,,,,,,,,,,,,,
WSM,1.5,2011-05-20,2012-08-31,2012-09-07,2012.0,68,UP,True,False,15.51,15.4,10.27,1.5,0.17,0.91,63.3,0.79,-0.35,True,55.0,3.9,0.0411,0.0734,0.838,0.0472,False,192.0,0.0286,0.0147,0.7,0.69,0.87,0.03,0.67,False,-0.015,49.1,1.0,46.0,0.52,True,0.003,42.7,1.0,41.0,4.4,False,5.2,5.4,10.6,0.0,9.7,False,0.7,-1.1,9.8,0.0,32.5,False,14.9,12.7,20.1,0.0,tight_up,,,,,,,,,,,,,,,,
BN,1.5,2020-03-13,2020-11-13,2020-11-20,2020.0,36,UP,True,False,20.26,18.71,12.88,1.45,0.27,1.0,57.8,0.51,-0.43,True,35.0,8.3,0.0245,0.0691,0.75,0.0275,False,620.0,0.0294,0.0188,1.2,1.0,0.89,0.03,0.75,True,0.034,49.3,0.0,26.0,0.75,False,-0.022,49.6,0.0,21.0,8.2,False,-2.0,-19.6,-6.0,-4.2,22.1,False,4.5,2.2,9.2,-4.2,50.7,False,16.9,-6.5,10.8,-4.2,tight_up,,,,,,,,,,,,,,,,
OI,1.5,2024-04-05,2024-12-13,2024-12-20,2024.0,37,DOWN,True,False,10.04,15.69,10.55,1.49,-0.27,0.17,39.7,1.28,-0.55,False,37.0,-11.9,0.0473,0.092,0.622,0.043,False,833.0,0.0436,0.0255,0.92,0.84,1.1,0.0,0.51,True,0.031,51.1,0.0,15.0,0.42,False,-0.152,47.3,0.0,10.0,19.3,False,23.6,26.3,26.5,19.3,39.6,False,38.5,31.9,37.8,39.6,45.9,False,29.4,-1.5,26.3,56.1,tight_down,,,,,,,,,,,,,,,,
PTEN,1.5,2014-01-31,2014-10-10,2014-10-17,2014.0,37,DOWN,True,False,18.81,29.28,19.59,1.49,0.34,0.0,33.7,1.72,-0.02,True,12.0,-4.0,0.0462,0.0845,0.784,0.046,False,302.0,0.0327,0.0344,0.71,1.16,1.0,0.0,0.6,True,0.109,52.5,0.0,28.0,0.84,True,0.169,65.1,0.0,23.0,-38.7,False,-46.2,-54.3,-47.5,1.2,-11.0,False,-22.5,-30.5,-25.7,1.2,-37.4,False,-47.4,-53.4,-54.9,1.2,tight_down,,,,,,,,,,,,,,,,
PAAS,1.5,2014-09-19,2015-07-10,2015-07-17,2015.0,43,DOWN,True,False,6.28,10.05,6.75,1.49,-0.38,0.0,34.5,0.59,-0.61,False,43.0,-7.0,0.0478,0.0871,0.814,0.0432,False,341.0,0.0352,0.0226,0.74,0.72,1.11,0.02,0.41,False,-0.084,51.2,0.0,6.0,0.15,True,0.037,43.0,0.0,1.0,15.6,False,19.4,14.9,20.2,15.6,-16.5,False,-5.9,-5.7,-5.7,15.6,162.7,False,158.9,148.6,163.2,162.7,tight_down,,,,,,,,,,,,,,,,
ELV,1.5,2024-10-04,2025-07-11,2025-07-18,2025.0,41,DOWN,True,False,270.21,483.26,332.21,1.45,-0.26,0.0,30.9,0.76,-0.38,False,40.0,-18.7,0.0442,0.0759,0.707,0.0243,False,863.0,0.0184,0.0441,0.42,0.99,1.82,0.0,0.29,True,0.08,43.0,0.0,21.0,0.57,True,0.033,57.4,0.0,16.0,26.6,False,20.4,8.5,18.8,28.2,36.7,False,25.9,-1.6,25.8,36.7,37.5,False,17.7,-54.8,13.0,54.0,tight_down,,,,,,,,,,,,,,,,
WLFC,1.5,2019-05-03,2020-03-06,2020-03-13,2020.0,45,DOWN,True,False,9.04,23.15,15.58,1.49,0.14,0.04,36.1,0.68,0.01,True,26.0,-43.0,0.0427,0.0721,0.711,0.0378,False,584.0,0.0102,0.0069,0.24,0.83,1.13,0.04,0.43,False,-0.017,54.1,0.0,32.0,0.48,False,-0.01,56.7,0.0,27.0,-10.0,False,-23.6,-32.5,-32.9,0.0,-30.4,False,-55.7,-69.8,-71.5,0.0,23.4,False,-25.7,-71.8,-41.8,41.6,tight_down,,,,,,,,,,,,,,,,
POWI,1.5,2013-07-19,2015-07-03,2015-07-10,2015.0,103,DOWN,True,False,18.3,29.41,19.75,1.49,-0.23,0.0,32.9,0.51,0.01,False,68.0,-7.3,0.0477,0.0766,0.816,0.0483,False,340.0,0.0286,0.0213,0.6,0.99,0.99,0.04,0.26,True,0.031,44.1,1.0,30.0,0.27,True,0.064,43.9,1.0,25.0,9.0,False,11.4,10.2,9.8,9.0,9.3,False,15.7,15.5,12.1,29.0,25.5,False,20.8,13.6,21.9,30.9,tight_down,,,,,,,,,,,,,,,,
SF,1.5,2013-08-23,2016-01-01,2016-01-08,2016.0,124,DOWN,True,False,14.15,23.08,15.47,1.49,0.32,0.13,38.4,1.29,0.01,False,28.0,-13.9,0.0463,0.0972,0.653,0.0356,False,366.0,0.0323,0.0326,0.7,0.97,1.3,0.04,0.26,False,-0.195,39.1,2.0,108.0,0.1,False,-0.099,25.0,2.0,103.0,-24.6,False,-31.7,-37.0,-29.7,0.0,-16.0,False,-28.0,-35.4,-22.7,3.9,39.1,False,18.2,-10.3,20.6,42.8,tight_down,,,,,,,,,,,,,,,,
CVE,1.5,2019-01-04,2020-02-28,2020-03-06,2020.0,61,DOWN,True,False,5.07,8.78,6.34,1.39,0.33,0.0,33.0,0.9,-0.49,False,9.0,-20.1,0.0431,0.0764,0.689,0.0648,True,537.0,0.0213,0.0534,0.49,1.17,0.67,0.0,1.0,True,0.027,64.4,1.0,47.0,0.57,True,0.034,50.0,1.0,42.0,-9.7,False,-17.7,-25.5,-25.1,0.0,-19.8,False,-36.2,-49.8,-56.7,0.0,41.5,False,10.1,-33.2,-7.9,41.5,tight_down,,,,,,,,,,,,,,,,
NGVC,1.5,2013-06-21,2014-04-25,2014-05-02,2014.0,45,DOWN,True,False,16.28,30.91,21.8,1.42,0.4,0.4,43.3,0.52,0.05,,6.0,-36.1,0.0456,0.0727,0.667,0.0621,False,92.0,0.0475,0.0532,1.04,0.98,0.73,0.02,0.83,True,0.053,58.4,0.0,35.0,0.59,True,0.048,50.9,0.0,30.0,-10.6,False,-13.5,-20.8,-19.1,4.4,-21.8,False,-30.0,-37.6,-38.3,4.4,14.5,False,0.2,-15.5,-11.6,35.2,tight_down,,,,,,,,,,,,,,,,
FRME,1.5,2020-11-27,2023-04-07,2023-04-14,2023.0,124,DOWN,True,False,26.11,41.11,27.63,1.49,-0.02,0.0,28.3,1.07,-0.17,False,109.0,-5.5,0.0481,0.0763,0.758,0.0693,False,745.0,0.1039,0.0373,2.16,1.04,0.69,0.02,0.65,True,0.019,52.8,2.0,115.0,0.67,True,0.071,55.4,1.0,110.0,0.0,False,-9.3,-24.5,-19.1,0.9,-6.7,False,-12.0,-24.4,-21.6,9.9,15.6,False,-10.0,-60.5,-22.9,28.9,tight_down,,,,,,,,,,,,,,,,
NVST,1.5,2021-01-01,2022-09-23,2022-09-30,2022.0,91,DOWN,True,False,32.81,49.95,33.73,1.48,0.04,0.06,38.2,1.26,0.03,True,28.0,-5.4,0.0483,0.0827,0.78,0.1049,False,158.0,0.0544,0.048,1.13,0.96,0.46,0.02,0.43,False,-0.123,47.4,3.0,82.0,0.29,False,-0.077,42.0,3.0,77.0,2.6,False,-4.9,-8.3,2.7,15.8,24.6,False,9.0,-19.2,4.0,25.6,-15.0,False,-36.6,-73.4,-50.0,25.6,tight_down,,,,,,,,,,,,,,,,
GXO,1.5,2021-08-13,2022-03-04,2022-03-11,2022.0,30,DOWN,True,False,65.8,101.04,74.19,1.36,0.04,0.0,40.9,0.82,,,16.0,-11.3,0.0496,0.0767,0.633,,False,33.0,0.0271,0.0376,0.55,0.98,,0.0,0.31,,,46.5,0.0,13.0,0.49,,,51.5,0.0,8.0,-22.8,False,-15.9,-13.9,-12.0,20.4,-29.4,False,-27.0,-17.7,-24.4,20.4,-29.6,False,-22.9,-27.4,-19.2,20.4,tight_down,,,,,,,,,,,,,,,,
TEN,1.5,2023-12-15,2024-11-08,2024-11-15,2024.0,48,DOWN,True,False,17.48,26.37,17.78,1.48,0.13,0.04,34.6,0.8,-0.1,True,24.0,-3.8,0.0495,0.0908,0.771,0.0617,False,828.0,0.0322,0.0177,0.65,1.14,0.8,0.0,0.47,False,-0.054,49.7,0.0,39.0,0.32,True,0.114,41.2,0.0,34.0,-9.7,False,-14.1,-15.4,-18.2,0.0,-3.9,False,-6.0,-7.1,-9.3,0.0,36.4,False,20.3,-8.0,13.2,36.4,tight_down,,,,,,,,,,,,,,,,
LEN,1.5,2017-03-03,2018-09-21,2018-09-28,2018.0,82,DOWN,True,False,37.63,57.76,39.32,1.47,0.18,0.06,41.7,1.14,-0.06,True,36.0,-6.9,0.04,0.092,0.317,0.0278,False,508.0,0.0187,0.0244,0.47,0.9,1.44,0.0,0.15,False,-0.09,42.6,0.0,64.0,0.1,False,-0.125,39.4,1.0,59.0,-15.5,False,-1.2,1.4,2.0,0.0,5.3,False,7.2,3.5,8.2,7.8,17.6,False,14.0,4.8,16.0,17.6,tight_down,,,,,,,,,,,,,,,,
SHO,1.5,2019-03-01,2020-03-13,2020-03-20,2020.0,55,DOWN,True,False,6.54,12.43,8.42,1.48,-0.28,0.0,23.9,3.07,-0.39,False,50.0,-22.3,0.03,0.0618,0.309,0.0304,False,585.0,0.0392,0.0372,1.31,1.15,0.99,0.04,0.68,True,0.047,54.6,1.0,21.0,0.65,True,0.036,57.3,1.0,16.0,16.8,False,-18.7,-32.4,-26.5,32.6,9.0,False,-36.7,-57.5,-47.9,32.6,73.4,False,0.5,-59.4,-11.3,77.6,tight_down,,,,,,,,,,,,,,,,
EYE,1.5,2023-11-03,2024-05-03,2024-05-10,2024.0,27,DOWN,True,False,14.76,23.81,17.06,1.4,0.23,0.12,39.3,1.24,-0.74,False,9.0,-17.5,0.0402,0.081,0.667,0.0807,False,341.0,0.1026,0.088,2.55,1.04,0.5,0.04,1.0,True,0.213,63.8,0.0,18.0,0.82,True,0.173,51.6,0.0,13.0,-30.4,False,-33.0,-31.0,-32.4,6.9,-22.0,False,-37.6,-38.2,-38.7,6.9,16.3,False,6.6,15.8,5.3,16.3,tight_down,,,,,,,,,,,,,,,,
ZS,1.5,2022-04-29,2022-10-28,2022-11-04,2022.0,27,DOWN,True,False,121.0,202.74,135.31,1.5,-0.09,0.28,45.3,1.17,-0.63,True,27.0,-21.4,0.0435,0.0902,0.704,0.0677,False,242.0,0.0511,0.0408,1.17,1.09,0.64,0.0,0.12,False,-0.186,39.7,0.0,15.0,0.28,False,-0.322,40.3,0.0,10.0,11.6,False,1.5,-20.0,-4.4,17.5,-26.1,False,-36.6,-57.5,-48.5,17.5,35.8,False,18.5,-22.2,-4.0,39.3,tight_down,,,,,,,,,,,,,,,,
TNK,1.5,2023-12-15,2024-10-25,2024-11-01,2024.0,46,DOWN,True,False,43.82,68.06,46.32,1.47,0.16,0.03,37.7,0.9,-0.06,True,22.0,-6.7,0.0455,0.0989,0.63,0.0615,False,826.0,0.0441,0.0369,0.97,0.85,0.74,0.0,0.33,True,0.016,44.7,0.0,35.0,0.56,True,0.186,51.7,0.0,30.0,-9.7,False,-15.4,-9.7,-17.0,0.0,-4.4,False,-4.3,5.7,-5.0,0.0,35.9,False,15.0,-13.1,6.2,35.9,tight_down,,,,,,,,,,,,,,,,
RLGT,1.5,2018-08-03,2019-02-22,2019-03-01,2019.0,30,UP,True,False,6.39,5.98,4.11,1.45,0.38,0.99,63.0,1.39,-0.34,True,30.0,7.2,0.1053,0.1245,0.467,0.0506,False,529.0,0.0641,0.0931,0.61,1.09,2.08,0.03,0.04,True,0.159,40.0,0.0,21.0,0.83,True,0.304,62.8,0.0,16.0,-0.5,False,0.9,5.3,-0.4,-11.9,-23.6,False,-28.9,-33.4,-31.6,-31.0,-31.1,False,-38.8,-59.6,-50.1,-31.1,loose_up,,,,,,,,,,,,,,,,
STM,1.5,2015-07-03,2016-09-16,2016-09-23,2016.0,64,UP,True,False,7.29,6.97,4.71,1.48,-0.3,1.0,67.6,1.76,-0.44,True,19.0,4.6,0.1149,0.1176,0.422,0.0424,False,403.0,0.0187,0.0437,0.16,2.29,2.71,0.03,0.44,True,0.024,56.4,2.0,10.0,0.18,False,-0.036,46.0,1.0,5.0,41.5,False,36.4,31.4,39.6,-0.1,99.9,False,90.5,80.8,88.9,-0.1,148.6,False,130.7,110.8,125.4,-0.1,loose_up,,,,,,,,,,,,,,,,
SGI,1.5,2012-07-06,2013-01-18,2013-01-25,2013.0,29,UP,True,False,9.62,8.33,5.71,1.46,0.2,0.97,53.7,1.1,-0.72,False,29.0,16.6,0.1035,0.1101,0.483,0.0958,False,212.0,0.1178,0.0938,1.14,1.09,1.08,0.0,0.15,True,0.037,37.1,0.0,20.0,0.85,False,-0.138,42.7,0.0,15.0,19.6,False,13.8,13.7,15.5,-9.2,-9.2,False,-22.8,-20.4,-22.3,-9.2,17.0,False,-4.5,-6.4,-14.0,-9.3,loose_up,,,,,,,,,,,,,,,,
TRP,1.5,2015-05-01,2016-06-17,2016-06-24,2016.0,60,UP,True,False,24.46,24.26,16.19,1.5,0.07,0.98,71.6,0.76,-0.44,True,23.0,1.7,0.1028,0.1114,0.5,0.0322,False,390.0,0.0292,0.0376,0.28,1.07,3.19,0.0,0.76,True,0.169,68.0,0.0,14.0,0.56,True,0.061,60.0,0.0,9.0,10.8,False,3.9,-10.8,-3.0,0.0,7.3,False,-5.1,-26.5,-8.6,0.0,13.1,False,-9.0,-43.5,-23.7,0.0,loose_up,,,,,,,,,,,,,,,,
RRC,1.5,2021-09-03,2022-02-25,2022-03-04,2022.0,26,UP,True,False,25.35,23.6,16.5,1.43,-0.1,0.83,60.9,,0.02,True,26.0,13.1,0.1049,0.1112,0.346,0.1116,False,687.0,0.0578,0.0565,0.55,1.11,0.94,0.0,0.08,True,0.278,47.6,0.0,17.0,,,,,,,31.6,False,36.4,37.0,40.8,0.0,21.5,False,30.1,40.1,33.7,-4.2,6.0,False,11.0,9.0,16.5,-11.1,loose_up,,,,,,,,,,,,,,,,
KURA,1.5,2025-02-14,2025-09-19,2025-09-26,2025.0,32,UP,True,False,9.05,8.28,5.54,1.49,0.01,0.99,57.2,1.3,-0.76,False,7.0,9.7,0.1072,0.1399,0.344,0.0745,True,521.0,0.0566,0.1289,0.53,1.49,1.44,0.0,0.22,False,-0.163,39.6,1.0,9.0,0.08,False,-0.229,34.9,0.0,4.0,17.5,False,12.8,3.4,12.6,0.0,-14.5,False,-10.8,-31.1,-9.1,-14.5,28.2,False,10.0,-57.6,3.2,-14.5,loose_up,,,,,,,,,,,,,,,,
VNDA,1.5,2015-10-09,2016-07-29,2016-08-05,2016.0,43,UP,True,False,12.39,11.47,7.67,1.5,0.29,0.98,65.6,0.8,-0.59,True,19.0,8.7,0.1036,0.1266,0.372,0.077,False,396.0,0.0156,0.0368,0.15,1.09,1.35,0.0,0.97,True,0.033,64.0,0.0,10.0,0.37,False,-0.098,48.8,0.0,5.0,15.0,False,18.9,11.3,17.4,-1.6,10.2,False,3.9,-8.6,2.0,-1.6,29.1,False,13.4,-5.4,4.9,-1.6,loose_up,,,,,,,,,,,,,,,,
WEAV,1.5,2024-03-08,2024-09-13,2024-09-20,2024.0,28,UP,True,False,12.5,12.08,8.32,1.45,-0.23,0.6,53.2,0.55,-0.38,True,20.0,18.0,0.1187,0.1141,0.321,0.0935,False,149.0,0.0264,0.0541,0.22,1.09,1.27,0.0,0.4,False,-0.237,50.0,0.0,11.0,0.18,False,-0.155,42.9,0.0,6.0,29.0,False,24.6,26.9,21.3,-0.3,-6.4,False,-6.3,-1.3,-6.4,-10.4,-39.1,False,-57.3,-72.4,-64.1,-45.4,loose_up,,,,,,,,,,,,,,,,
BOOM,1.5,2018-04-27,2019-03-29,2019-04-05,2019.0,49,UP,True,False,61.32,49.09,33.76,1.45,-0.2,1.0,66.5,1.2,0.16,True,15.0,24.9,0.1029,0.1131,0.469,0.0674,False,535.0,0.0483,0.0743,0.47,1.2,1.53,0.0,0.06,False,-0.092,45.9,0.0,6.0,0.06,False,-0.138,45.9,0.0,1.0,-3.0,False,-6.9,-1.4,-6.7,-3.0,-37.7,False,-40.7,-44.6,-40.4,-37.7,-60.6,False,-48.4,-61.7,-60.8,-63.7,loose_up,,,,,,,,,,,,,,,,
MBC,1.5,2022-12-09,2023-06-09,2023-06-16,2023.0,27,UP,True,False,11.11,10.86,7.26,1.5,0.31,0.96,50.5,1.28,,,12.0,3.8,0.1086,0.1311,0.333,,False,27.0,0.0345,0.0743,0.32,0.76,,0.04,0.12,,,25.3,0.0,3.0,0.6,,,23.2,0.0,10.0,8.3,False,7.0,12.6,7.4,-0.5,32.0,False,24.4,18.5,21.6,-3.7,40.5,False,15.7,-35.2,9.4,-3.7,loose_up,,,,,,,,,,,,,,,,
